oblast;title;amount;smd;type;
Житомирська область;Капітальний ремонт адмінприміщення Стрієвської сільської ради Новоград-Волинського району;290000;65;благоустрій;
Сумська область;Капітальний ремонт із заміною вікон та дверей Чапліївської АЗПСМ КЗ “Шосткинський районний центр первинної медичної допомоги” в с. Чапліївка Шосткинського району;290000;160;Медичний заклад;
Луганська область;Проведення робіт із заміни вікон місцевої загальноосвітньої середньої школи, смт Лозно-Олександрівка Білокуракинського району;290000;113;Навчальний заклад;
Луганська область;Капітальний ремонт комунального дитячого навчального закладу “Ластівка” з утепленням стін та облаштуванням водовідводу, с. Мілуватка Сватівського району;290000;113;Навчальний заклад;
Запорізька область;Капітальний ремонт приміщення КЗ “Оріхівська ДЮСШ” за адресою: вул. Овчаренко, 12, м. Оріхів Запорізької області;290000;79;Навчальний заклад;
Рівненська область;Капітальний ремонт дорожнього покриття с. Бережниця - Степань - Деражне - Клевань (М-06) Рівненського району;290000;153;Асфальт;
Рівненська область;Капітальний ремонт Старорафалівської ЗОШ I-III ст., с. Стара Рафалівка Володимирецького району Рівненської області (заміна вікон на енергозберігаючі);290000;155;Навчальний заклад;
Рівненська область;Капітальний ремонт Лозківської ЗОШ I-II ст., с. Лозки Володимирецького району Рівненської області (заміна вікон на енергозберігаючі);290000;155;Навчальний заклад;
Рівненська область;Заміна вікон та дверей в неврологічному відділенні КЗОЗ “Дубровицька центральна районна лікарня” Дубровицької районної ради м. Дубровиця, вулиця Воробинська, 180;290000;155;Медичний заклад;
Івано-Франківська область;Коломийська СШ I-III ступеня № 5 ім. Т. Г. Шевченка: - заміна вікон на енергозберігаючі (290 тис. грн.);290000;88;Навчальний заклад;
Тернопільська область;Музей (капітальний ремонт даху), с. Ягільниця Чортківського району;290000;167;заклади культури;
Львівська область;Реконструкція мережі зовнішнього освітлення в парку Шевченка в м. Червонограді Львівської області з використанням енергозберігаючих технологій із заміною світильників на основі ламп розжарення на світильники на основі LED технологій;290000;124;Благоустрій;
Сумська область;Будівництво прибудови до існуючої топкової будинку станції юних натуралістів з влаштуванням альтернативних котлів на твердому паливі по вул. Ботанічна, 23 в смт Ямпіль, Сумської області;291000;159;розвиток;
Житомирська область;Реконструкція-термомодернізація (із заміною вікон та дверей) Давидівської загальноосвітньої школи I-II ступеня по вул. Леніна, 24, с. Давидівка Володарсько-Волинського району;292200;66;Навчальний заклад;
Черкаська область;Капітальний ремонт приміщення пральні Тальнівської центральної районної лікарні, м. Тальне Черкаської області;292740;199;Медичний заклад;
Вінницька область;Капітальний ремонт із заміною вікон в Гніванській амбулаторії загальної практики сімейної медицини по вул. Леніна, 89, м. Гнівань Тиврівського району;292929;14;Медичний заклад;
Львівська область;капітальний ремонт котельні навчально-виховного комплексу “ЗШ I-II ступеня - дитячий садок”, с. Муроване;293440;124;Навчальний заклад;
Тернопільська область;Капітальний ремонт дитячого садка “Малятко”, с. Цигани Борщівського району;295000;167;Навчальний заклад;
Полтавська область;Реконструкція літературно-меморіального музею ім. Г.С. Сковороди;295000;151;заклади культури;
Одеська область;Капітальний ремонт адміністративної будівлі Липецької сільської ради Подільського району Одеської області;295000;137;розвиток;
Львівська область;Будівництво мереж зовнішнього (вуличного) освітлення с. Домашів, вул. Шевченка;295870;124;Благоустрій;
Запорізька область;Придбання комп’ютерної техніки, технологічного обладнання та меблів для загальноосвітніх шкіл міста Токмак Запорізької області;296000;81;Навчальний заклад;
Львівська область;Реконструкція мережі зовнішнього освітлення по вул. Шухевича в м. Червонограді Львівської області з використанням енергозберігаючих технологій із заміною світильників на основі ламп розжарення на світильники на основі LED технологій;296000;124;Благоустрій;
Рівненська область;Капітальний ремонт (заміна вікон) Орв’яницького НВК “ЗОШ I-III ст. - ДНЗ” по вул. Піонерська, 1 в с. Орв’яниця Дубровицького району Рівненської області;296382;155;Навчальний заклад;
Рівненська область;Капітальний ремонт (заміна вікон) Лютинського НВК “ЗОШ I-III ст. - ДНЗ” по вул. Центральна, 28 в с. Лютинськ Дубровицького району Рівненської області;296383;155;Навчальний заклад;
Запорізька область;Капітальний ремонт приміщень сільського клубу по вул. Садова, 9а, с. Копані Оріхівського району Запорізької області;297000;79;Заклади культури;
Рівненська область;Утеплення фасаду приміщень ДНЗ № 1 “Теремок” м. Дубровиця вул. Поштова, 12 (реконструкція веранди № 1 з встановленням енергозберігаючих вікон, демонтаж та побудова веранди № 2 та заміна покрівлі);297000;155;Навчальний заклад;
Рівненська область;Капітальний ремонт (заміна вікон) Трипутнянського НВК “ЗОШ I-III ст. - ДНЗ” по вул. Шевченка, 8-А в с. Трипутні Дубровицького району Рівненської області;297166;155;Навчальний заклад;
Хмельницька область;Капітальний ремонт приміщення дошкільного навчального закладу “Малятко” по вул. Димінського, 20, с. Струга Новоушицького району;297477;193;Навчальний заклад;
Донецька область;Капітальний ремонт мереж вуличного освітлення 220 В по вул. Гвардійської Армії м. Волноваха, Донецької області;297944;60;Благоустрій;
Житомирська область;Капітальний ремонт (заміна вікон на металопластикові) в районному будинку культури м. Коростишева;298000;66;Заклади культури;
Чернівецька область;Капітальний ремонт перекриття даху будівель Дорошовецького НВК по вул. Бажанського, 11 в с. Дорошівці Заставнівського району Чернівецької області;298000;204;Навчальний заклад;
Хмельницька область;Капітальний ремонт приміщення сільського будинку культури на 300 місць по вул. Шевченка, 42, с. Капустяни Новоушицького району;298080;193;Заклади культури;
Рівненська область;Капітальний ремонт (заміна вікон) Залузького НВК “ЗОШ I-III ст. - ДНЗ” по вул. Центральна, 75 в с. Залужжя Дубровицького району Рівненської області;298756;155;Навчальний заклад;
Львівська область;капітальний ремонт приміщення Сокальського навчально-виховного комплексу “ЗШ I-III ступеня № 2 - ліцей”, м. Сокаль;298808;124;Навчальний заклад;
Рівненська область;Капітальний ремонт дороги по вул. Північна в с. Рокитне Рокитнівського району;298985;155;Асфальт;
Житомирська область;Капітальний ремонт системи водопостачання АЗПСМ, с. Романівка Новоград-Волинського району;299000;65;Благоустрій;
Одеська область;Капітальний ремонт дорожнього покриття по вул. Ювілейна, с. Молодіжне, Овідіопольський район, Одеська область;299000;140;Асфальт;
Одеська область;Будівництво мереж вуличного освітлення із застосуванням енергоефективних ламп по вул. Виноградна, с. Молодіжне, Овідіопольський район, Одеська область;299000;140;Благоустрій;
Одеська область;Капітальний ремонт Будинку культури у с. Петродолинське, вул. Садова, 56А, Овідіопольський район Одеська область (встановлення енергозберігаючих металопластикових вікон);299000;140;Заклади культури;
Рівненська область;Капітальний ремонт будинку культури села Бережки вулиця Молодіжна, 53 Дубровицького району Рівненської області;299040;155;Заклади культури;
Тернопільська область;Капітальний ремонт дитячого ясла-садка “Журавлик” по вул. Боднарська, 8а в м. Підгайці (заміна вікон);299194;165;Навчальний заклад;
Житомирська область;Реконструкція котельні Половецької ЗОШ I-III ступенів по вул. Центральній, 41 в с. Половецькому Бердичівського району, Житомирської області;299215;63;Навчальний заклад;
Волинська область;Капітальний ремонт даху приміщення пральні Володимир-Волинського територіального медичного об’єднання по вул. Павлова, 20, м. Володимир-Волинський;299300;19;Медичний заклад;
Івано-Франківська область;Капітальний ремонт даху та покрівлі навчального корпусу № 3 Болехівської загальноосвітньої школи № 1 I-III ступеня по вул. Шкільній, 5, м. Болехів Болехівської міської ради;299300;86;Навчальний заклад;
Житомирська область;Капітальний ремонт під’їзду до кладовища села Новосілки Черняхівської селищної ради Черняхівського району Житомирської області;299511;66;Асфальт;
Вінницька область;Вибірковий капітальний ремонт вікон, Крижопільська СЗШ I-III ст. № 2 по вул. Б. Хмельницького, 2, смт Крижопіль, Вінницької обл.;299640;16;Навчальний заклад;
Тернопільська область;Дошкільний навчальний заклад “Калинонька” (утеплення фасаду), м. Заліщики Заліщицького району (капітальний ремонт фасаду ДНЗ);299813;167;Навчальний заклад;
Житомирська область;Реконструкція котельні Зарічанської ЗОШ I-III ступенів Ружинського району, Житомирської області;299922;63;Навчальний заклад;
Тернопільська область;Загальноосвітня школа I-II ступеня (утеплення фасаду), с. Дзвиняч Заліщицького району;299924;167;Навчальний заклад;
Волинська область;Капітальний ремонт приміщення дитячого дошкільного навчального закладу “Чебурашка” в селі Шклинь Горохівського району;299948;20;Навчальний заклад;
Закарпатська область;Капітальний ремонт дорожнього покриття по вулицях Борканюка, Миру, І. Франка, смт Ясіня Рахівського району;299978;72;Асфальт;
Вінницька область;Капітальний ремонт покриття приміщення Переорської СЗШ I-II ступеня, с. Переорки Вінницького району Вінницької області;300000;11;Навчальний заклад;
Вінницька область;Ремонт під’їзної дороги в с. Митків Гайсинського району Вінницької області;300000;17;Асфальт;
Вінницька область;Капітальний ремонт дорожнього покриття по вул. І. Франка (від перехрестя вул. Шевченка до в’їзду на кладовище), с. Переорки, Вінницького району, Вінницької області (коригування);300000;11;Асфальт;
м. Київ;Встановлення ігрового комплексу (корабель, бастіон) по вул. Булгакова, 5б, Святошинський район м. Києва;300000;219;Діти;
м. Київ;Встановлення ігрового комплексу (корабель, бастіон) по вул. Зодчих, 18, Святошинський район м. Києва;300000;219;діти;
м. Київ;Дошкільний навчальний заклад № 71 по вул. Чорнобильській, 19а, м. Київ (ремонт фасаду - герметизація стиків);300000;218;Навчальний заклад;
м. Київ;Ремонт електрощитових та електромереж у багатоквартирному будинку (вул. Полярна, 5-А, м. Київ);300000;218;Благоустрій;
м. Київ;Ремонт сходових клітин у багатоквартирному будинку (просп. М. Рокоссовського, 7, м. Київ);300000;218;ЖКГ;
Житомирська область;Капітальний ремонт дороги по вул. Кантимирівській, м. Чуднів;300000;67;Асфальт;
Житомирська область;Капітальний ремонт дороги по пров. Кантимирівському, м. Чуднів;300000;67;Асфальт;
Житомирська область;Капітальний ремонт дороги по вул. Макаренка, м. Чуднів;300000;67;Асфальт;
Житомирська область;Капітальний ремонт системи опалення та утеплення фасаду школи мистецтв с. Висока Піч Житомирського районного відділу культури та туризму;300000;67;Навчальний заклад;
Житомирська область;Модернізація систем центрального водопостачання та водовідведення. Станція знезалізнення та очищення води від свердловини № 2 (технічне переоснащення) по вул. Петропавлівській м. Чуднів;300000;67;Благоустрій;
Житомирська область;Модернізація систем центрального водопостачання та водовідведення. Станція знезалізнення та очищення води від свердловини № 3 (технічне переоснащення) по вул. Івана Франка в м. Чуднів;300000;67;Благоустрій;
Житомирська область;Придбання кольпоскопа з комплектуючими: ноутбук та кріодеструктор - 3 од., лікарня;300000;62;Медичний заклад;
Житомирська область;Капітальний ремонт даху Будинку культури по вул. Миру, 96, с. Несолонь Новоград-Волинського району;300000;65;Заклади культури;
Житомирська область;Капітальний ремонт фельдшерського пункту, с. Тальки Новоград-Волинського району;300000;65;Медичний заклад;
Житомирська область;Капітальний ремонт будинку культури, с. Жолобне Новоград-Волинського району;300000;65;Заклади культури;
Кіровоградська область;Придбання обладнання для навчальних закладів Устинівського району;300000;103;Навчальний заклад;
Кіровоградська область;Ремонтно-реставраційні роботи будівлі - пам’ятки архітектури місцевого значення “Колишній пасаж” по вул. Карла Маркса, 60, у м. Кіровограді (Кіровоградський обласний художній музей);300000;99;Жкг;
Сумська область;Капітальний ремонт фасаду Вирівського навчально-виховного комплексу “Загальноосвітня школа I-II ступеня - дошкільний навчальний заклад” Конотопської районної ради Сумської області по вул. Центральній, 29, у с. Вирівка Конотопського району Сумської області;300000;160;Навчальний заклад;
Сумська область;Капітальний ремонт водорозподільчого вузла свердловини з влаштуванням місцевого водопроводу с. Майорівка Кролевецького району Сумської області;300000;160;благоустрій;
Запорізька область;Капітальний ремонт дороги по вул. Миру (Леніна), с. Широке Василівського району Запорізької області;300000;79;Асфальт;
Запорізька область;Реконструкція дороги та мосту по вул. Горького, Приморська сільська рада Василівського району Запорізької області;300000;79;Асфальт;
Запорізька область;Іванівський навчально-виховний комплекс “Загальноосвітня школа I-III ступеня - дитячий садок” Кам’янсько-Дніпровської районної ради - заміна вікон;300000;79;Навчальний заклад;
Запорізька область;Заміна вікон на металопластикові в Нестерянській спеціалізованій різнопрофільній загальноосвітній школі I-III ступеня, с. Нестерянка Оріхівського району - капітальний ремонт;300000;79;Навчальний заклад;
Чернігівська область;Реконструкція будівлі автогаража під розміщення пожежного депо в селі Макіївка Носівського району Чернігівської області;300000;209;розвиток;
Волинська область;Капітальний ремонт мереж вуличного освітлення по вулицях Лісова, Мирна, Чорновола, Джерельна, Медова, Тараса, Ранкова від КТП № 586 в с. Гаразджа Луцького району;300000;20;Благоустрій;
Волинська область;Робочий проект на будівництво вуличного освітлення дороги в с. Романів Луцького району Волинської області;300000;20;Асфальт;
Волинська область;Капітальний ремонт спортивного залу та санвузлів ЗОШ I-III ступеня, смт Торчин;300000;20;Навчальний заклад;
Волинська область;Капітальний ремонт фасаду загальноосвітньої школи I-II ступеня, с. Шепель;300000;20;Навчальний заклад;
Волинська область;Капітальний ремонт шатрової покрівлі Будинку культури по вулиці Прикарпатській, 15 в с. Бубнів Володимир-Волинського району Волинської області;300000;19;Заклади культури;
Волинська область;Реконструкція водопроводу питної води с. Сусваль (с. Жовтневе) Володимир-Волинського району Волинської області;300000;19;розвиток;
Волинська область;Капітальний ремонт (заміна вікон і дверей на енергозберігаючі) в ЗОШ I-III ст. по вул. Перемоги, 2 в с. Павлівка Іваничівського району Волинської області;300000;19;Навчальний заклад;
Волинська область;Реконструкція вуличного освітлення від ТП-11 в с. Полапи, Любомльського району Волинської області;300000;19;Асфальт;
Івано-Франківська область;Капітальний ремонт дошкільного навчального закладу, с. Кривопілля Верховинського району;300000;89;Навчальний заклад;
Івано-Франківська область;Реконструкція приміщення Рахинянського навчально-виховного комплексу (загальноосвітньої школи I-II ступеня -дошкільний навчальний заклад) з розширенням за рахунок добудови по вул. Ю. Голейка в с. Рахиня Долинського району;300000;86;Навчальний заклад;
Івано-Франківська область;Улаштування спортивного майданчика в с. Вікно Городенківського району;300000;88;Діти;
Івано-Франківська область;Облаштування дитячого майданчика в ДНЗ “Незабудка”, с. Колінки, вул. Стефаника, 2;300000;88;Навчальний заклад;
Тернопільська область;Спеціалізована школа I-III ступеня імені О. Маковея з поглибленим вивченням інформаційних технологій та технологічних дисциплін, м. Заліщики Заліщицького району (капітальний ремонт - заміна вікон і підлоги спортивного залу спеціалізованої школи);300000;167;Навчальний заклад;
Херсонська область;Капітальний ремонт каналізаційної системи Чорнобаївської амбулаторії КЗ Білозерського центру ПМСД;300000;183;Медичний заклад;
Херсонська область;Капітальний ремонт даху Надеждівської ЗОШ I-III ст. Білозерської районної ради;300000;183;Навчальний заклад;
Полтавська область;Більська ЗОШ I-III ст. заміна дверей на енергозберігаючі, Котелевський район;300000;145;Навчальний заклад;
Черкаська область;Капітальний ремонт покрівлі ДНЗ “Сонечко”, с. Будки, Смілянського району Черкаської області;300000;198;Навчальний заклад;
Черкаська область;Капітальний ремонт по зміні дверей і вікон Леськівської загальноосвітньої школи I-III ступенів Черкаської районної ради Черкаської області;300000;198;Навчальний заклад;
Черкаська область;Капітальний ремонт системи опалення та частини приміщення Будинку культури імені Т.Г. Шевченка по вул. Кременчуцькій, м. Сміла;300000;198;Заклади культури;
Черкаська область;Капітальний ремонт покрівлі даху сільського будинку культури, Михайлівська сільська рада Кам’янського району;300000;198;Заклади культури;
Черкаська область;Капітальний ремонт по заміні віконних блоків Березняківської загальноосвітньої школи I-III ступенів Смілянської районної ради Черкаської області;300000;198;Навчальний заклад;
Черкаська область;Капітальний ремонт покрівлі дошкільного навчального закладу “Чайка”, Леськівська сільська рада Черкаського району;300000;198;Навчальний заклад;
Чернівецька область;Реконструкція вуличного освітлення із заміною світильників на основі ламп розжарювання, с. Старий Вовчинець Глибоцького району;300000;203;Асфальт;
Одеська область;Реконструкція приміщень загальноосвітньої школи під розміщення навчально-виховного комплексу, с. Гуляївка Березівського району;300000;138;Навчальний заклад;
Одеська область;Капітальний ремонт інженерних мереж житлового будинку по вул. Комітетській, 11/17, корп. 1, у м. Одесі;300000;134;ЖКГ;
Одеська область;Капітальний ремонт інженерних мереж житлового будинку по вул. Гайдара, 32, у м. Одесі;300000;134;ЖКГ;
Одеська область;Капітальний ремонт елементів благоустрою на пл. Бориса Дерев’янка у м. Одесі;300000;134;ЖКГ;
Одеська область;Капітальний ремонт системи опалення (заходи з енергозбереження) в Кричунівському НВК “ЗОШ I-III ст. - дошкільний навчальний заклад” Любашівського району Одеської області за адресою: вул. Шевченка, 64 село Кричунове, Любашівський район, Одеська область, 66;300000;138;Навчальний заклад;
Одеська область;Капітальний ремонт по заміні віконних блоків (заходи з енергозбереження) в Новоселівській ЗОШ I-II ст. Любашівського району Одеської області за адресою: вул. Молодіжна, 4, село Новоселівка, Любашівський район, Одеська область, 66540;300000;138;Навчальний заклад;
Одеська область;Капітальний ремонт (заміна вікон) ЗОШ с. Ряснопіль Березівський район;300000;138;Навчальний заклад;
Хмельницька область;Капітальний ремонт Бальковецької загальноосвітньої школи I-III ступенів (заміна віконних блоків) по вул. Набережній, 18а, в с. Бальківці Волочиського району Хмельницької області;300000;188;Навчальний заклад;
Хмельницька область;Капітальний ремонт даху будинку культури в с. Ружичанка Розсошанської сільської ради Хмельницького району Хмельницької області;300000;188;Заклади культури;
Хмельницька область;Капітальний ремонт Понінківського дошкільного навчального закладу № 1 “Зірочка”;300000;190;Навчальний заклад;
Хмельницька область;Капітальний ремонт Буртинського дошкільного навчального закладу “Дзвіночок”;300000;190;Навчальний заклад;
Хмельницька область;Капітальний ремонт котельні із заміною твердопаливного котла в Жванецькій загальноосвітній школі I-III ступеня, с. Жванець Кам’янець-Подільського району;300000;193;Навчальний заклад;
Хмельницька область;Капітальний ремонт Городнявського навчально-виховного комплексу “Загальноосвітня школа I-III ступенів, колегіум” Шепетівської районної ради Хмельницької області;300000;190;Навчальний заклад;
Хмельницька область;Придбання автомобіля спеціального призначення (пожежної автоцистерни) для місцевої пожежної охорони, с. Осламів Віньковецького району Хмельницької області;300000;191;розвиток;
Львівська область;Заходи з енергозбереження ДНЗ “Сонечко” м. Перемишляни (заміна дверей та вікон) Перемишлянського району Львівської області;300000;123;Навчальний заклад;
Львівська область;Енергозбереження в Перемишлянській ЗОШ I-III ст. № 2 ім. О. Ковча Перемишлянського району Львівської області;300000;123;Навчальний заклад;
Тернопільська область;Загальноосвітня школа I-II ступеня, с. Буряківка Заліщицького району (ремонт приміщень (заміна вікон, дверей, заміна підлоги);300634;167;Навчальний заклад;
Сумська область;Реконструкція вводу тепломереж до житлового будинку № 9 по вул. Миру, м. Шостка;301000;160;ЖКГ;
Рівненська область;Капітальний ремонт (заміна вікон) Дубровицької ЗОШ I-III ст. № 2 по вул. Грушевського, 6 в м. Дубровиця Рівненської області;301083;155;Навчальний заклад;
Вінницька область;Реконструкція пішохідної частини, с. Буша Ямпільського району;302000;16;Асфальт;
Волинська область;Капітальний ремонт системи опалення дошкільного навчального закладу № 8 “Вишиванка” по вул. Ковельській, 144, м. Володимир-Волинський;302700;19;Навчальний заклад;
Херсонська область;Термомодернізація фасаду, заміна вікон і дверей ясел-садка № 2 “Казка” по вул. Фрунзе, смт Каланчак Каланчацького району;303650;186;Навчальний заклад;
Полтавська область;Капітальний ремонт системи опалення будівель територіального центру соціального обслуговування (надання соціальних послуг) Крюківського району департаменту соціального захисту населення та питань АТО, м. Кременчук, вул. Кузнєчна, 10/2;304795;146;медичний заклад;
Вінницька область;Вибірковий капітальний ремонт дорожнього покриття по вул. Білинського, с. Яришів Могилів-Подільського району;306000;16;Асфальт;
Харківська область;Капітальний ремонт приміщення (заміна вікон) в Слобідській загальноосвітній школі I-II ступенів Краснокутської районної ради Харківської області;306100;180;Навчальний заклад;
Харківська область;Капітальний ремонт по заміні віконних та дверних блоків у Гутянській ЗОШ I-III ступенів Богодухівської районної ради Харківської області;306100;180;Навчальний заклад;
Харківська область;Капітальний ремонт по заміні віконних та дверних блоків в Полковомикитівській ЗОШ I-III ступенів Богодухівської районної ради Харківської області;306100;180;Навчальний заклад;
Харківська область;Капітальний ремонт по заміні віконних блоків у будівлі Богодухівського ліцею № 3 Богодухівської районної ради Харківської області;306100;180;навчальний заклад;
Харківська область;Капітальний ремонт по заміні віконних та дверних блоків у Шарівській ЗОШ I-III ступенів Богодухівської районної ради Харківської області;306100;180;Навчальний заклад;
Закарпатська область;Капітальний ремонт вул. Запотоцької, с. Пацканьово Ужгородського району;309602;68;Асфальт;
Вінницька область;Придбання комп’ютерної техніки з програмним забезпеченням для Вінницько-Хутірського НВК: Вінницько-Хутірська ЗОШ I-III ступенів - дошкільний навчальний заклад;310000;12;Навчальний заклад;
Херсонська область;Одрадокам’янська загальноосвітня школа I-III ступеня Бериславської районної ради, Бериславський район (заходи з енергозбереження, придбання обладнання);310000;184;Навчальний заклад;
Львівська область;Капітальний ремонт Народного дому, с. Вишня Городоцького району;310000;120;Заклади культури;
Полтавська область;Реконструкція вуличного освітлення в с. Кованчик Полтавського району Полтавської області;310012;145;Асфальт;
Закарпатська область;Капітальний ремонт вул. № 1, с. Ярок Ужгородського району;310200;68;Асфальт;
Житомирська область;Капітальний ремонт вул. Велика Шевченківська, с. Стрижівка Коростишівського району;311100;66;Асфальт;
Миколаївська область;Снігурівська загальноосвітня школа I-III ступеня № 3 по вул. Чайковського, 55, м. Снігурівка, заміна вікон;311800;130;Навчальний заклад;
Херсонська область;Енергозберігаючі заходи в ДНЗ № 1 “Вишенька” по вул. Миру, 1, смт Чаплинка Херсонської області. Термомодернізація будівлі;311900;186;Навчальний заклад;
Донецька область;Капітальний ремонт КПСНЗ “Родинська музична школа” (продовження робіт), за адресою: Донецька обл., м. Родинське, вул. Театральна, 25;312500;50;Навчальний заклад;
Вінницька область;Реконструкція дороги по вул. Свято-Михайлівській на відрізку 200 метрів та по вул. Парковій на відрізку 500 метрів з облаштуванням тротуарів, смт Чечельник;314000;16;Асфальт;
Вінницька область;Реконструкція дороги по вул. Антонишина на відрізку 350 метрів з облаштуванням тротуарів, смт Чечельник;314000;16;Асфальт;
Сумська область;Будівництво водогону в с. Сергіївка, Білопільського району, Сумської області;316800;158;Благоустрій;
Кіровоградська область;Реконструкція теплогенераторної міського центру дозвілля молоді з влаштуванням твердопаливного котлоагрегату для заміщення споживання газу, м. Бобринець;317100;100;Навчальний заклад;
Хмельницька область;Реконструкція котельні на твердому паливі Яблунівської загальноосвітньої школи I-III ступенів по вул. Шкільній, 10 в с. Яблунівка Деражнянського району;317500;191;Навчальний заклад;
Вінницька область;Вибірковий капітальний ремонт покриття тротуару та облаштування автобусної зупинки по вулиці Тиврівське шосе, біля залізничного переїзду, в с. Лука Мелешківська, Вінницького району, Вінницької області;317700;14;Асфальт;
Херсонська область;Енергозберігаючі заходи в ДНЗ № 3 “Струмочок” по вул. Франко, 5 в смт Чаплинка Херсонської області. Термомодернізація будівлі;317700;186;Навчальний заклад;
Донецька область;Великоновосілківська селищна рада. Виконання проектно-вишукувальних робіт по робочому проекту “Будівництво сортувального комплексу по переробці ТПВ” у смт Велика Новосілка Донецької області;318000;59;Розвиток;
